﻿Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Lund Sol;53445;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Global Irradians (svenska stationer);medelvärde 1 timma, varje timme;watt per kvadratmeter
Solskenstid;summa 1 timme, 1 gång/tim;sekund

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1983-01-01 00:00:00;2025-04-01 10:20:19;90.0;55.7138;13.2124

Datum;Tid (UTC);Global Irradians (svenska stationer);Kvalitet;Solskenstid;Kvalitet;;Tidsutsnitt:
2020-01-19;19:00:00;0.00;G;0;G
2020-01-19;20:00:00;0.00;G;0;G
2020-01-19;21:00:00;0.00;G;0;G
2020-01-19;22:00:00;0.00;G;0;G
2020-01-19;23:00:00;0.00;G;0;G
2020-01-20;00:00:00;0.00;G;0;G
2020-01-20;01:00:00;0.00;G;0;G
2020-01-20;02:00:00;0.00;G;0;G
2020-01-20;03:00:00;0.00;G;0;G
2020-01-20;04:00:00;0.00;G;0;G
2020-01-20;05:00:00;0.00;G;0;G
2020-01-20;06:00:00;0.00;G;0;G
2020-01-20;07:00:00;0.28;G;0;G
2020-01-20;08:00:00;6.51;G;0;G
2020-01-20;09:00:00;21.67;G;0;G
2020-01-20;10:00:00;44.28;G;0;G
2020-01-20;11:00:00;51.23;G;0;G
2020-01-20;12:00:00;69.97;G;0;G
2020-01-20;13:00:00;101.63;G;447;G
2020-01-20;14:00:00;75.26;G;1851;G
2020-01-20;15:00:00;13.96;G;0;G
2020-01-20;16:00:00;1.58;G;0;G
2020-01-20;17:00:00;0.01;G;0;G
2020-01-20;18:00:00;0.00;G;0;G
2020-01-20;19:00:00;0.00;G;0;G
2020-01-20;20:00:00;0.00;G;0;G
2020-01-20;21:00:00;0.00;G;0;G
2020-01-20;22:00:00;0.00;G;0;G
2020-01-20;23:00:00;0.00;G;0;G
2020-01-21;00:00:00;0.00;G;0;G
2020-01-21;01:00:00;0.00;G;0;G
2020-01-21;02:00:00;0.00;G;0;G
2020-01-21;03:00:00;0.00;G;0;G
2020-01-21;04:00:00;0.00;G;0;G
2020-01-21;05:00:00;0.00;G;0;G
2020-01-21;06:00:00;0.00;G;0;G
2020-01-21;07:00:00;0.23;G;0;G
2020-01-21;08:00:00;3.78;G;0;G
2020-01-21;09:00:00;14.82;G;0;G
2020-01-21;10:00:00;61.01;G;0;G
2020-01-21;11:00:00;82.81;G;0;G
2020-01-21;12:00:00;29.45;G;0;G
2020-01-21;13:00:00;30.25;G;0;G
2020-01-21;14:00:00;14.97;G;0;G
2020-01-21;15:00:00;6.00;G;0;G
2020-01-21;16:00:00;0.40;G;0;G
2020-01-21;17:00:00;0.00;G;0;G
2020-01-21;18:00:00;0.00;G;0;G
2020-01-21;19:00:00;0.00;G;0;G
2020-01-21;20:00:00;0.00;G;0;G
2020-01-21;21:00:00;0.00;G;0;G
2020-01-21;22:00:00;0.00;G;0;G
2020-01-21;23:00:00;0.00;G;0;G
2020-01-22;00:00:00;0.00;G;0;G
2020-01-22;01:00:00;0.00;G;0;G
2020-01-22;02:00:00;0.00;G;0;G
2020-01-22;03:00:00;0.00;G;0;G
2020-01-22;04:00:00;0.00;G;0;G
2020-01-22;05:00:00;0.00;G;0;G
2020-01-22;06:00:00;0.00;G;0;G
2020-01-22;07:00:00;0.56;G;0;G
2020-01-22;08:00:00;10.62;G;0;G
2020-01-22;09:00:00;58.97;G;1064;G
2020-01-22;10:00:00;104.01;G;809;G
2020-01-22;11:00:00;187.65;G;3271;G
2020-01-22;12:00:00;209.67;G;3600;G
2020-01-22;13:00:00;182.33;G;3600;G
2020-01-22;14:00:00;123.85;G;3600;G
2020-01-22;15:00:00;44.15;G;3248;G
2020-01-22;16:00:00;2.22;G;0;G
2020-01-22;17:00:00;0.00;G;0;G
2020-01-22;18:00:00;0.00;G;0;G
2020-01-22;19:00:00;0.00;G;0;G
2020-01-22;20:00:00;0.00;G;0;G
2020-01-22;21:00:00;0.00;G;0;G
2020-01-22;22:00:00;0.00;G;0;G
2020-01-22;23:00:00;0.00;G;0;G
2020-01-23;00:00:00;0.00;G;0;G
2020-01-23;01:00:00;0.00;G;0;G
2020-01-23;02:00:00;0.00;G;0;G
2020-01-23;03:00:00;0.00;G;0;G
2020-01-23;04:00:00;0.00;G;0;G
2020-01-23;05:00:00;0.00;G;0;G
2020-01-23;06:00:00;0.00;G;0;G
2020-01-23;07:00:00;0.46;G;0;G
2020-01-23;08:00:00;5.39;G;0;G
2020-01-23;09:00:00;20.58;G;0;G
2020-01-23;10:00:00;36.02;G;0;G
2020-01-23;11:00:00;56.64;G;0;G
2020-01-23;12:00:00;42.40;G;0;G
2020-01-23;13:00:00;25.71;G;0;G
2020-01-23;14:00:00;15.81;G;0;G
2020-01-23;15:00:00;8.59;G;0;G
2020-01-23;16:00:00;0.93;G;0;G
2020-01-23;17:00:00;0.00;G;0;G
2020-01-23;18:00:00;0.00;G;0;G
2020-01-23;19:00:00;0.00;G;0;G
2020-01-23;20:00:00;0.00;G;0;G
2020-01-23;21:00:00;0.00;G;0;G
2020-01-23;22:00:00;0.00;G;0;G
2020-01-23;23:00:00;0.00;G;0;G
2020-01-24;00:00:00;0.00;G;0;G
2020-01-24;01:00:00;0.00;G;0;G
2020-01-24;02:00:00;0.00;G;0;G
2020-01-24;03:00:00;0.00;G;0;G
2020-01-24;04:00:00;0.00;G;0;G
2020-01-24;05:00:00;0.00;G;0;G
2020-01-24;06:00:00;0.00;G;0;G
2020-01-24;07:00:00;0.05;G;0;G
2020-01-24;08:00:00;2.74;G;0;G
2020-01-24;09:00:00;23.93;G;0;G
2020-01-24;10:00:00;16.12;G;0;G
2020-01-24;11:00:00;41.33;G;0;G
2020-01-24;12:00:00;44.05;G;0;G
2020-01-24;13:00:00;23.27;G;0;G
2020-01-24;14:00:00;19.37;G;0;G
2020-01-24;15:00:00;5.41;G;0;G
2020-01-24;16:00:00;0.84;G;0;G
2020-01-24;17:00:00;0.23;G;0;G
2020-01-24;18:00:00;0.00;G;0;G
2020-01-24;19:00:00;0.00;G;0;G
2020-01-24;20:00:00;0.00;G;0;G
2020-01-24;21:00:00;0.00;G;0;G
2020-01-24;22:00:00;0.00;G;0;G
2020-01-24;23:00:00;0.00;G;0;G
2020-01-25;00:00:00;0.00;G;0;G
2020-01-25;01:00:00;0.00;G;0;G
2020-01-25;02:00:00;0.00;G;0;G
2020-01-25;03:00:00;0.00;G;0;G
2020-01-25;04:00:00;0.00;G;0;G
2020-01-25;05:00:00;0.00;G;0;G
2020-01-25;06:00:00;0.00;G;0;G
2020-01-25;07:00:00;0.35;G;0;G
2020-01-25;08:00:00;7.72;G;0;G
2020-01-25;09:00:00;33.96;G;0;G
2020-01-25;10:00:00;40.24;G;0;G
2020-01-25;11:00:00;67.03;G;0;G
2020-01-25;12:00:00;91.08;G;0;G
2020-01-25;13:00:00;94.46;G;22;G
2020-01-25;14:00:00;96.27;G;1185;G
2020-01-25;15:00:00;17.94;G;0;G
2020-01-25;16:00:00;3.54;G;0;G
2020-01-25;17:00:00;0.09;G;0;G
2020-01-25;18:00:00;0.00;G;0;G
2020-01-25;19:00:00;0.00;G;0;G
2020-01-25;20:00:00;0.00;G;0;G
2020-01-25;21:00:00;0.00;G;0;G
2020-01-25;22:00:00;0.00;G;0;G
2020-01-25;23:00:00;0.00;G;0;G
2020-01-26;00:00:00;0.00;G;0;G
2020-01-26;01:00:00;0.00;G;0;G
2020-01-26;02:00:00;0.00;G;0;G
2020-01-26;03:00:00;0.00;G;0;G
2020-01-26;04:00:00;0.00;G;0;G
2020-01-26;05:00:00;0.00;G;0;G
2020-01-26;06:00:00;0.00;G;0;G
2020-01-26;07:00:00;0.44;G;0;G
2020-01-26;08:00:00;2.67;G;0;G
2020-01-26;09:00:00;11.08;G;0;G
2020-01-26;10:00:00;19.59;G;0;G
2020-01-26;11:00:00;33.80;G;0;G
2020-01-26;12:00:00;33.84;G;0;G
2020-01-26;13:00:00;33.91;G;0;G
2020-01-26;14:00:00;25.89;G;0;G
2020-01-26;15:00:00;19.61;G;0;G
2020-01-26;16:00:00;5.18;G;0;G
2020-01-26;17:00:00;0.16;G;0;G
2020-01-26;18:00:00;0.00;G;0;G
2020-01-26;19:00:00;0.00;G;0;G
2020-01-26;20:00:00;0.00;G;0;G
2020-01-26;21:00:00;0.00;G;0;G
2020-01-26;22:00:00;0.00;G;0;G
2020-01-26;23:00:00;0.00;G;0;G
2020-01-27;00:00:00;0.00;G;0;G
2020-01-27;01:00:00;0.00;G;0;G
2020-01-27;02:00:00;0.00;G;0;G
2020-01-27;03:00:00;0.00;G;0;G
2020-01-27;04:00:00;0.00;G;0;G
2020-01-27;05:00:00;0.00;G;0;G
2020-01-27;06:00:00;0.00;G;0;G
2020-01-27;07:00:00;0.01;G;0;G
2020-01-27;08:00:00;2.56;G;0;G
2020-01-27;09:00:00;14.81;G;0;G
2020-01-27;10:00:00;17.35;G;0;G
2020-01-27;11:00:00;19.29;G;0;G
2020-01-27;12:00:00;15.44;G;0;G
2020-01-27;13:00:00;12.39;G;0;G
2020-01-27;14:00:00;7.90;G;0;G
2020-01-27;15:00:00;7.59;G;0;G
2020-01-27;16:00:00;1.50;G;0;G
2020-01-27;17:00:00;0.29;G;0;G
2020-01-27;18:00:00;0.00;G;0;G
2020-01-27;19:00:00;0.00;G;0;G
2020-01-27;20:00:00;0.00;G;0;G
2020-01-27;21:00:00;0.00;G;0;G
2020-01-27;22:00:00;0.00;G;0;G
2020-01-27;23:00:00;0.00;G;0;G
2020-01-28;00:00:00;0.00;G;0;G
2020-01-28;01:00:00;0.00;G;0;G
2020-01-28;02:00:00;0.00;G;0;G
2020-01-28;03:00:00;0.00;G;0;G
2020-01-28;04:00:00;0.00;G;0;G
2020-01-28;05:00:00;0.00;G;0;G
2020-01-28;06:00:00;0.00;G;0;G
2020-01-28;07:00:00;0.47;G;0;G
2020-01-28;08:00:00;2.72;G;0;G
2020-01-28;09:00:00;5.12;G;0;G
2020-01-28;10:00:00;13.40;G;0;G
2020-01-28;11:00:00;23.63;G;0;G
2020-01-28;12:00:00;17.42;G;0;G
2020-01-28;13:00:00;31.81;G;0;G
2020-01-28;14:00:00;44.37;G;0;G
2020-01-28;15:00:00;32.72;G;0;G
2020-01-28;16:00:00;2.45;G;0;G
2020-01-28;17:00:00;0.12;G;0;G
2020-01-28;18:00:00;0.00;G;0;G
2020-01-28;19:00:00;0.00;G;0;G
2020-01-28;20:00:00;0.00;G;0;G
2020-01-28;21:00:00;0.00;G;0;G
2020-01-28;22:00:00;0.00;G;0;G
2020-01-28;23:00:00;0.00;G;0;G
2020-01-29;00:00:00;0.00;G;0;G
2020-01-29;01:00:00;0.00;G;0;G
2020-01-29;02:00:00;0.00;G;0;G
2020-01-29;03:00:00;0.00;G;0;G
2020-01-29;04:00:00;0.00;G;0;G
2020-01-29;05:00:00;0.00;G;0;G
2020-01-29;06:00:00;0.00;G;0;G
2020-01-29;07:00:00;0.10;G;0;G
2020-01-29;08:00:00;23.37;G;1007;G
2020-01-29;09:00:00;61.43;G;168;G
2020-01-29;10:00:00;151.80;G;766;G
2020-01-29;11:00:00;134.49;G;169;G
2020-01-29;12:00:00;120.99;G;27;G
2020-01-29;13:00:00;44.57;G;0;G
2020-01-29;14:00:00;24.23;G;0;G
2020-01-29;15:00:00;14.39;G;0;G
2020-01-29;16:00:00;4.33;G;0;G
2020-01-29;17:00:00;0.20;G;0;G
2020-01-29;18:00:00;0.00;G;0;G
2020-01-29;19:00:00;0.00;G;0;G
2020-01-29;20:00:00;0.00;G;0;G
2020-01-29;21:00:00;0.00;G;0;G
2020-01-29;22:00:00;0.00;G;0;G
2020-01-29;23:00:00;0.00;G;0;G
2020-01-30;00:00:00;0.00;G;0;G
2020-01-30;01:00:00;0.00;G;0;G
2020-01-30;02:00:00;0.00;G;0;G
2020-01-30;03:00:00;0.00;G;0;G
2020-01-30;04:00:00;0.00;G;0;G
2020-01-30;05:00:00;0.00;G;0;G
2020-01-30;06:00:00;0.00;G;0;G
2020-01-30;07:00:00;0.73;G;0;G
2020-01-30;08:00:00;5.82;G;0;G
2020-01-30;09:00:00;18.13;G;0;G
2020-01-30;10:00:00;58.91;G;0;G
2020-01-30;11:00:00;71.14;G;99;G
2020-01-30;12:00:00;100.56;G;0;G
2020-01-30;13:00:00;88.54;G;0;G
2020-01-30;14:00:00;55.28;G;28;G
2020-01-30;15:00:00;26.66;G;95;G
2020-01-30;16:00:00;4.77;G;0;G
2020-01-30;17:00:00;0.34;G;0;G
2020-01-30;18:00:00;0.00;G;0;G
2020-01-30;19:00:00;0.00;G;0;G
2020-01-30;20:00:00;0.00;G;0;G
2020-01-30;21:00:00;0.00;G;0;G
2020-01-30;22:00:00;0.00;G;0;G
2020-01-30;23:00:00;0.00;G;0;G
2020-01-31;00:00:00;0.00;G;0;G
2020-01-31;01:00:00;0.00;G;0;G
2020-01-31;02:00:00;0.00;G;0;G
2020-01-31;03:00:00;0.00;G;0;G
2020-01-31;04:00:00;0.00;G;0;G
2020-01-31;05:00:00;0.00;G;0;G
2020-01-31;06:00:00;0.00;G;0;G
2020-01-31;07:00:00;0.21;G;0;G
2020-01-31;08:00:00;4.33;G;0;G
2020-01-31;09:00:00;27.90;G;0;G
2020-01-31;10:00:00;39.58;G;0;G
2020-01-31;11:00:00;44.91;G;0;G
2020-01-31;12:00:00;53.94;G;0;G
2020-01-31;13:00:00;76.48;G;0;G
2020-01-31;14:00:00;81.29;G;129;G
2020-01-31;15:00:00;25.34;G;0;G
2020-01-31;16:00:00;1.40;G;0;G
2020-01-31;17:00:00;0.00;G;0;G
2020-01-31;18:00:00;0.00;G;0;G
2020-01-31;19:00:00;0.00;G;0;G
2020-01-31;20:00:00;0.00;G;0;G
2020-01-31;21:00:00;0.00;G;0;G
2020-01-31;22:00:00;0.00;G;0;G
2020-01-31;23:00:00;0.00;G;0;G
2020-02-01;00:00:00;0.00;G;0;G
2020-02-01;01:00:00;0.00;G;0;G
2020-02-01;02:00:00;0.00;G;0;G
2020-02-01;03:00:00;0.00;G;0;G
2020-02-01;04:00:00;0.00;G;0;G
2020-02-01;05:00:00;0.00;G;0;G
2020-02-01;06:00:00;0.00;G;0;G
2020-02-01;07:00:00;0.88;G;0;G
2020-02-01;08:00:00;6.25;G;0;G
2020-02-01;09:00:00;18.21;G;0;G
2020-02-01;10:00:00;31.00;G;0;G
2020-02-01;11:00:00;43.93;G;0;G
2020-02-01;12:00:00;38.76;G;0;G
2020-02-01;13:00:00;65.60;G;0;G
2020-02-01;14:00:00;51.87;G;0;G
2020-02-01;15:00:00;34.45;G;0;G
2020-02-01;16:00:00;4.62;G;0;G
2020-02-01;17:00:00;0.18;G;0;G
2020-02-01;18:00:00;0.00;G;0;G
2020-02-01;19:00:00;0.00;G;0;G
2020-02-01;20:00:00;0.00;G;0;G
2020-02-01;21:00:00;0.00;G;0;G
2020-02-01;22:00:00;0.00;G;0;G
2020-02-01;23:00:00;0.00;G;0;G
2020-02-02;00:00:00;0.00;G;0;G
2020-02-02;01:00:00;0.00;G;0;G
2020-02-02;02:00:00;0.00;G;0;G
2020-02-02;03:00:00;0.00;G;0;G
2020-02-02;04:00:00;0.00;G;0;G
2020-02-02;05:00:00;0.00;G;0;G
2020-02-02;06:00:00;0.00;G;0;G
2020-02-02;07:00:00;0.56;G;0;G
2020-02-02;08:00:00;27.06;G;660;G
2020-02-02;09:00:00;110.63;G;2707;G
2020-02-02;10:00:00;128.92;G;1128;G
2020-02-02;11:00:00;176.58;G;895;G
2020-02-02;12:00:00;209.83;G;2387;G
2020-02-02;13:00:00;187.87;G;3435;G
2020-02-02;14:00:00;114.74;G;2579;G
2020-02-02;15:00:00;23.36;G;0;G
2020-02-02;16:00:00;3.42;G;0;G
2020-02-02;17:00:00;0.01;G;0;G
2020-02-02;18:00:00;0.00;G;0;G
2020-02-02;19:00:00;0.00;G;0;G
2020-02-02;20:00:00;0.00;G;0;G
2020-02-02;21:00:00;0.00;G;0;G
2020-02-02;22:00:00;0.00;G;0;G
2020-02-02;23:00:00;0.00;G;0;G
2020-02-03;00:00:00;0.00;G;0;G
2020-02-03;01:00:00;0.00;G;0;G
2020-02-03;02:00:00;0.00;G;0;G
2020-02-03;03:00:00;0.00;G;0;G
2020-02-03;04:00:00;0.00;G;0;G
2020-02-03;05:00:00;0.00;G;0;G
2020-02-03;06:00:00;0.00;G;0;G
2020-02-03;07:00:00;1.00;G;0;G
2020-02-03;08:00:00;29.81;G;713;G
2020-02-03;09:00:00;121.43;G;3297;G
2020-02-03;10:00:00;128.48;G;2240;G
2020-02-03;11:00:00;122.69;G;771;G
2020-02-03;12:00:00;142.75;G;348;G
2020-02-03;13:00:00;109.04;G;11;G
2020-02-03;14:00:00;64.12;G;0;G
2020-02-03;15:00:00;28.76;G;0;G
2020-02-03;16:00:00;2.88;G;0;G
2020-02-03;17:00:00;0.33;G;0;G
2020-02-03;18:00:00;0.00;G;0;G
2020-02-03;19:00:00;0.00;G;0;G
2020-02-03;20:00:00;0.00;G;0;G
2020-02-03;21:00:00;0.00;G;0;G
2020-02-03;22:00:00;0.00;G;0;G
2020-02-03;23:00:00;0.00;G;0;G
2020-02-04;00:00:00;0.00;G;0;G
2020-02-04;01:00:00;0.00;G;0;G
2020-02-04;02:00:00;0.00;G;0;G
2020-02-04;03:00:00;0.00;G;0;G
2020-02-04;04:00:00;0.00;G;0;G
2020-02-04;05:00:00;0.00;G;0;G
2020-02-04;06:00:00;0.00;G;0;G
2020-02-04;07:00:00;0.41;G;0;G
2020-02-04;08:00:00;12.68;G;0;G
2020-02-04;09:00:00;33.70;G;0;G
2020-02-04;10:00:00;49.09;G;0;G
2020-02-04;11:00:00;69.76;G;0;G
2020-02-04;12:00:00;79.15;G;0;G
2020-02-04;13:00:00;51.10;G;0;G
2020-02-04;14:00:00;23.46;G;0;G
2020-02-04;15:00:00;9.16;G;0;G
2020-02-04;16:00:00;2.98;G;0;G
2020-02-04;17:00:00;0.00;G;0;G
2020-02-04;18:00:00;0.00;G;0;G
2020-02-04;19:00:00;0.00;G;0;G
2020-02-04;20:00:00;0.00;G;0;G
2020-02-04;21:00:00;0.00;G;0;G
2020-02-04;22:00:00;0.00;G;0;G
2020-02-04;23:00:00;0.00;G;0;G
2020-02-05;00:00:00;0.00;G;0;G
2020-02-05;01:00:00;0.00;G;0;G
2020-02-05;02:00:00;0.00;G;0;G
2020-02-05;03:00:00;0.00;G;0;G
2020-02-05;04:00:00;0.00;G;0;G
2020-02-05;05:00:00;0.00;G;0;G
2020-02-05;06:00:00;0.00;G;0;G
2020-02-05;07:00:00;1.37;G;0;G
2020-02-05;08:00:00;44.63;G;3500;G
2020-02-05;09:00:00;132.95;G;3600;G
2020-02-05;10:00:00;215.94;G;3600;G
2020-02-05;11:00:00;264.06;G;3600;G
2020-02-05;12:00:00;274.78;G;3600;G
2020-02-05;13:00:00;226.28;G;3250;G
2020-02-05;14:00:00;228.38;G;3600;G
2020-02-05;15:00:00;75.07;G;863;G
2020-02-05;16:00:00;9.12;G;0;G
2020-02-05;17:00:00;0.13;G;0;G
2020-02-05;18:00:00;0.00;G;0;G
2020-02-05;19:00:00;0.00;G;0;G
2020-02-05;20:00:00;0.00;G;0;G
2020-02-05;21:00:00;0.00;G;0;G
2020-02-05;22:00:00;0.00;G;0;G
2020-02-05;23:00:00;0.00;G;0;G
2020-02-06;00:00:00;0.00;G;0;G
2020-02-06;01:00:00;0.00;G;0;G
2020-02-06;02:00:00;0.00;G;0;G
2020-02-06;03:00:00;0.00;G;0;G
2020-02-06;04:00:00;0.00;G;0;G
2020-02-06;05:00:00;0.00;G;0;G
2020-02-06;06:00:00;0.00;G;0;G
2020-02-06;07:00:00;0.19;G;0;G
2020-02-06;08:00:00;12.04;G;0;G
2020-02-06;09:00:00;35.12;G;0;G
2020-02-06;10:00:00;76.14;G;0;G
2020-02-06;11:00:00;100.33;G;0;G
2020-02-06;12:00:00;91.98;G;0;G
2020-02-06;13:00:00;78.19;G;0;G
2020-02-06;14:00:00;69.49;G;0;G
2020-02-06;15:00:00;29.87;G;0;G
2020-02-06;16:00:00;9.88;G;0;G
2020-02-06;17:00:00;0.24;G;0;G
2020-02-06;18:00:00;0.00;G;0;G
2020-02-06;19:00:00;0.00;G;0;G
2020-02-06;20:00:00;0.00;G;0;G
2020-02-06;21:00:00;0.00;G;0;G
2020-02-06;22:00:00;0.00;G;0;G
2020-02-06;23:00:00;0.00;G;0;G
2020-02-07;00:00:00;0.00;G;0;G
2020-02-07;01:00:00;0.00;G;0;G
2020-02-07;02:00:00;0.00;G;0;G
2020-02-07;03:00:00;0.00;G;0;G
2020-02-07;04:00:00;0.00;G;0;G
2020-02-07;05:00:00;0.00;G;0;G
2020-02-07;06:00:00;0.00;G;0;G
2020-02-07;07:00:00;0.73;G;0;G
2020-02-07;08:00:00;8.84;G;0;G
2020-02-07;09:00:00;24.11;G;0;G
2020-02-07;10:00:00;52.69;G;0;G
2020-02-07;11:00:00;77.61;G;0;G
2020-02-07;12:00:00;85.35;G;0;G
2020-02-07;13:00:00;72.98;G;0;G
2020-02-07;14:00:00;41.49;G;0;G
2020-02-07;15:00:00;17.71;G;0;G
2020-02-07;16:00:00;4.20;G;0;G
2020-02-07;17:00:00;0.24;G;0;G
2020-02-07;18:00:00;0.00;G;0;G
2020-02-07;19:00:00;0.00;G;0;G
2020-02-07;20:00:00;0.00;G;0;G
2020-02-07;21:00:00;0.00;G;0;G
2020-02-07;22:00:00;0.00;G;0;G
2020-02-07;23:00:00;0.00;G;0;G
2020-02-08;00:00:00;0.00;G;0;G
2020-02-08;01:00:00;0.00;G;0;G
2020-02-08;02:00:00;0.00;G;0;G
2020-02-08;03:00:00;0.00;G;0;G
2020-02-08;04:00:00;0.00;G;0;G
2020-02-08;05:00:00;0.00;G;0;G
2020-02-08;06:00:00;0.00;G;0;G
2020-02-08;07:00:00;1.58;G;0;G
2020-02-08;08:00:00;38.70;G;1447;G
2020-02-08;09:00:00;126.21;G;3597;G
2020-02-08;10:00:00;82.99;G;111;G
2020-02-08;11:00:00;117.19;G;148;G
2020-02-08;12:00:00;232.96;G;2037;G
2020-02-08;13:00:00;234.94;G;3112;G
2020-02-08;14:00:00;131.16;G;2757;G
2020-02-08;15:00:00;70.59;G;282;G
2020-02-08;16:00:00;20.23;G;0;G
2020-02-08;17:00:00;0.17;G;0;G
2020-02-08;18:00:00;0.00;G;0;G
2020-02-08;19:00:00;0.00;G;0;G
2020-02-08;20:00:00;0.00;G;0;G
2020-02-08;21:00:00;0.00;G;0;G
2020-02-08;22:00:00;0.00;G;0;G
2020-02-08;23:00:00;0.00;G;0;G
2020-02-09;00:00:00;0.00;G;0;G
2020-02-09;01:00:00;0.00;G;0;G
2020-02-09;02:00:00;0.00;G;0;G
2020-02-09;03:00:00;0.00;G;0;G
2020-02-09;04:00:00;0.00;G;0;G
2020-02-09;05:00:00;0.00;G;0;G
2020-02-09;06:00:00;0.00;G;0;G
2020-02-09;07:00:00;1.75;G;0;G
2020-02-09;08:00:00;27.21;G;0;G
2020-02-09;09:00:00;88.84;G;809;G
2020-02-09;10:00:00;132.90;G;747;G
2020-02-09;11:00:00;103.33;G;0;G
2020-02-09;12:00:00;69.50;G;0;G
2020-02-09;13:00:00;56.07;G;0;G
2020-02-09;14:00:00;20.06;G;0;G
2020-02-09;15:00:00;3.88;G;0;G
2020-02-09;16:00:00;1.94;G;0;G
2020-02-09;17:00:00;0.07;G;0;G
2020-02-09;18:00:00;0.00;G;0;G
2020-02-09;19:00:00;0.00;G;0;G
2020-02-09;20:00:00;0.00;G;0;G
2020-02-09;21:00:00;0.00;G;0;G
2020-02-09;22:00:00;0.00;G;0;G
2020-02-09;23:00:00;0.00;G;0;G
2020-02-10;00:00:00;0.00;G;0;G
2020-02-10;01:00:00;0.00;G;0;G
2020-02-10;02:00:00;0.00;G;0;G
2020-02-10;03:00:00;0.00;G;0;G
2020-02-10;04:00:00;0.00;G;0;G
2020-02-10;05:00:00;0.00;G;0;G
2020-02-10;06:00:00;0.00;G;0;G
2020-02-10;07:00:00;1.34;G;0;G
2020-02-10;08:00:00;15.16;G;0;G
2020-02-10;09:00:00;54.31;G;0;G
2020-02-10;10:00:00;158.24;G;767;G
2020-02-10;11:00:00;163.07;G;856;G
2020-02-10;12:00:00;89.90;G;21;G
2020-02-10;13:00:00;88.29;G;0;G
2020-02-10;14:00:00;80.76;G;0;G
2020-02-10;15:00:00;40.87;G;0;G
2020-02-10;16:00:00;9.40;G;0;G
2020-02-10;17:00:00;0.81;G;0;G
2020-02-10;18:00:00;0.00;G;0;G
2020-02-10;19:00:00;0.00;G;0;G
2020-02-10;20:00:00;0.00;G;0;G
2020-02-10;21:00:00;0.00;G;0;G
2020-02-10;22:00:00;0.00;G;0;G
2020-02-10;23:00:00;0.00;G;0;G
2020-02-11;00:00:00;0.00;G;0;G
2020-02-11;01:00:00;0.00;G;0;G
2020-02-11;02:00:00;0.00;G;0;G
2020-02-11;03:00:00;0.00;G;0;G
2020-02-11;04:00:00;0.00;G;0;G
2020-02-11;05:00:00;0.00;G;0;G
2020-02-11;06:00:00;0.00;G;0;G
2020-02-11;07:00:00;4.24;G;0;G
2020-02-11;08:00:00;30.14;G;0;G
2020-02-11;09:00:00;23.23;G;0;G
2020-02-11;10:00:00;49.53;G;0;G
2020-02-11;11:00:00;74.57;G;0;G
2020-02-11;12:00:00;94.36;G;98;G
2020-02-11;13:00:00;107.05;G;21;G
2020-02-11;14:00:00;31.10;G;4;G
2020-02-11;15:00:00;41.92;G;467;G
2020-02-11;16:00:00;11.74;G;0;G
2020-02-11;17:00:00;0.63;G;0;G
2020-02-11;18:00:00;0.00;G;0;G
2020-02-11;19:00:00;0.00;G;0;G
2020-02-11;20:00:00;0.00;G;0;G
2020-02-11;21:00:00;0.00;G;0;G
2020-02-11;22:00:00;0.00;G;0;G
2020-02-11;23:00:00;0.00;G;0;G
2020-02-12;00:00:00;0.00;G;0;G
2020-02-12;01:00:00;0.00;G;0;G
2020-02-12;02:00:00;0.00;G;0;G
2020-02-12;03:00:00;0.00;G;0;G
2020-02-12;04:00:00;0.00;G;0;G
2020-02-12;05:00:00;0.00;G;0;G
2020-02-12;06:00:00;0.00;G;0;G
2020-02-12;07:00:00;1.54;G;0;G
2020-02-12;08:00:00;36.32;G;0;G
2020-02-12;09:00:00;56.53;G;0;G
2020-02-12;10:00:00;33.89;G;0;G
2020-02-12;11:00:00;54.63;G;0;G
2020-02-12;12:00:00;85.76;G;0;G
2020-02-12;13:00:00;109.08;G;52;G
2020-02-12;14:00:00;64.80;G;0;G
2020-02-12;15:00:00;48.54;G;78;G
2020-02-12;16:00:00;18.27;G;0;G
2020-02-12;17:00:00;0.78;G;0;G
2020-02-12;18:00:00;0.00;G;0;G
2020-02-12;19:00:00;0.00;G;0;G
2020-02-12;20:00:00;0.00;G;0;G
2020-02-12;21:00:00;0.00;G;0;G
2020-02-12;22:00:00;0.00;G;0;G
2020-02-12;23:00:00;0.00;G;0;G
2020-02-13;00:00:00;0.00;G;0;G
2020-02-13;01:00:00;0.00;G;0;G
2020-02-13;02:00:00;0.00;G;0;G
2020-02-13;03:00:00;0.00;G;0;G
2020-02-13;04:00:00;0.00;G;0;G
2020-02-13;05:00:00;0.00;G;0;G
2020-02-13;06:00:00;0.00;G;0;G
2020-02-13;07:00:00;4.73;G;0;G
2020-02-13;08:00:00;56.50;G;2360;G
2020-02-13;09:00:00;158.03;G;3600;G
2020-02-13;10:00:00;245.42;G;3599;G
2020-02-13;11:00:00;300.18;G;3540;G
