date,abs_pct_error
2024-07-08,3.9723778864618744
2024-07-09,6.653080837926449
2024-07-10,6.862315722265993
2024-07-11,5.415895598662301
2024-07-12,8.745479957817846
2024-07-13,5.784343376085243
2024-07-14,8.926035551869528
2024-07-15,6.457749481992016
2024-07-16,8.235684699679481
2024-07-17,13.893157481746629
2024-07-18,13.009602610495072
2024-07-19,10.994410816565365
2024-07-20,6.913457003534466
2024-07-21,3.474411965060658
2024-07-22,5.472421492480153
2024-07-23,3.0462783841752326
2024-07-24,5.795072128060438
2024-07-25,3.9891686206275887
2024-07-26,5.032927621690603
2024-07-27,4.02036136705032
2024-07-28,6.778274113733213
2024-07-29,6.197033110034148
2024-07-30,2.55648061734327
2024-07-31,2.823323371238617
2024-08-01,2.543400467808563
2024-08-02,4.556695001274047
2024-08-03,3.7420001617032463
2024-08-04,3.5622438152471716
2024-08-05,3.5944266782650116
2024-08-06,2.624512298852357
2024-08-07,3.942178899702752
2024-08-08,2.201125231452581
2024-08-09,4.567124119976496
2024-08-10,7.226203978002076
2024-08-11,6.708112473684029
2024-08-12,6.200445068970529
2024-08-13,5.322655599004861
2024-08-14,7.7877407734808894
2024-08-15,6.674141783416395
2024-08-16,3.6567531049962603
2024-08-17,4.5102340195867185
2024-08-18,4.257436035778097
2024-08-19,3.120210130066398
2024-08-20,3.2363912449455503
2024-08-21,7.076407037128288
2024-08-22,2.7040827187062413
2024-08-23,3.7938988480740545
2024-08-24,3.927503715830024
2024-08-25,10.068477478289422
2024-08-26,4.460798015091676
2024-08-27,2.852985302354144
2024-08-28,2.9706831206425837
2024-08-29,5.677317105436316
2024-08-30,3.7442483833299747
2024-08-31,3.5263314110844193
2024-09-01,4.109230470785617
2024-09-02,4.997726079816529
2024-09-03,4.270169998804626
2024-09-04,6.619047622247189
2024-09-05,5.614127497415842
2024-09-06,3.873034585332912
2024-09-07,6.951733924681959
2024-09-08,7.9483019663059835
2024-09-09,6.933601787434722
2024-09-10,2.820463412788547
2024-09-11,4.463326871600024
2024-09-12,1.961466716406288
2024-09-13,4.30405984825626
2024-09-14,5.228580997620568
2024-09-15,3.9521851710694444
2024-09-16,5.553435312679655
2024-09-17,5.208973442512167
2024-09-18,3.594160186752462
2024-09-19,2.9680641390400107
2024-09-20,3.1978263365775756
2024-09-21,2.784944397267669
2024-09-22,3.452132729416447
2024-09-23,2.4960010074496695
2024-09-24,1.8769331673226763
2024-09-25,3.333769105079656
2024-09-26,6.097789003081273
2024-09-27,5.681404073760887
2024-09-28,5.10638994086631
2024-09-29,8.777531164423447
2024-09-30,4.034519675158625
2024-10-01,4.448797608920901
2024-10-02,3.3300115663741003
2024-10-03,3.821742971413453
2024-10-04,2.2601661786739555
2024-10-05,3.723155541068028
2024-10-06,3.3224507487808252
2024-10-07,4.6946933995495534
2024-10-08,4.821674033852042
2024-10-09,3.209154150633569
2024-10-10,3.8575258217798476
2024-10-11,4.76378187391206
2024-10-12,5.458803068158668
2024-10-13,4.02359106752069
2024-10-14,2.7615523692676764
2024-10-15,3.607302728521717
2024-10-16,5.767068792503203
2024-10-17,4.4128728827823736
2024-10-18,2.214462795295137
2024-10-19,4.112062468795086
2024-10-20,6.402440062282897
2024-10-21,6.181413829399198
2024-10-22,6.179617655693574
2024-10-23,4.914455803441007
2024-10-24,5.361455796401234
2024-10-25,5.143595053699773
2024-10-26,13.226604472442766
2024-10-27,7.499205365898254
2024-10-28,8.324544612811628
2024-10-29,18.308988447679855
2024-10-30,21.378294295382254
2024-10-31,17.035380096124094
2024-11-01,4.260064102956552
2024-11-02,16.887957915845934
2024-11-03,16.285478498721172
2024-11-04,14.499667338981281
2024-11-05,16.808735535043763
2024-11-06,13.89728559724747
2024-11-07,6.303996790677517
2024-11-08,2.536907121170646
2024-11-09,5.997209530479391
2024-11-10,5.791235936784657
2024-11-11,3.2192575831645054
2024-11-12,4.102314839016676
2024-11-13,2.108327042524366
2024-11-14,4.60731555139314
2024-11-15,6.307738269363357
2024-11-16,4.4594971252764655
2024-11-17,2.2589714564501153
2024-11-18,1.7300108157888234
2024-11-19,3.6262427821932572
2024-11-20,3.1568002492037452
2024-11-21,5.38228610919372
2024-11-22,4.079970368697809
2024-11-23,4.919834700785654
2024-11-24,5.340482302908998
2024-11-25,10.097012070475603
2024-11-26,3.767648156194705
2024-11-27,2.437483898347599
2024-11-28,4.343381254080069
2024-11-29,6.206837741883694
2024-11-30,6.935508857478076
2024-12-01,1.8110474228011997
2024-12-02,7.5256556544084825
2024-12-03,2.7682310630508518
2024-12-04,3.8183822647778727
2024-12-05,4.357402717788817
2024-12-06,4.080701666264225
2024-12-07,8.16126604387756
2024-12-08,11.12793594842825
2024-12-09,2.4776530120208013
2024-12-10,2.104839971576428
2024-12-11,3.531947117318024
2024-12-12,3.063028137842373
2024-12-13,5.677214520797901
2024-12-14,1.5327624026785127
2024-12-15,6.4745291897885675
2024-12-16,6.2542865005130555
2024-12-17,4.510225534977166
2024-12-18,3.042494002174875
2024-12-19,4.3992366445667415
2024-12-20,3.044827229138508
2024-12-21,4.052168963060065
2024-12-22,2.2004573468055413
2024-12-23,9.148658395385391
2024-12-24,19.561332466917367
2024-12-25,25.281602902233185
2024-12-26,21.266439285008936
2024-12-27,9.721743747566665
2024-12-28,5.291529151108136
2024-12-29,3.483877065042941
2024-12-30,4.2211222280557825
