﻿Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Växjö Sol;64565;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Global Irradians (svenska stationer);medelvärde 1 timma, varje timme;watt per kvadratmeter
Solskenstid;summa 1 timme, 1 gång/tim;sekund
Långvågs-Irradians;medelvärde 1 timma, varje timme;watt per kvadratmeter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1983-01-01 00:00:00;2025-04-02 08:20:20;182.0;56.9269;14.7305

Datum;Tid (UTC);Global Irradians (svenska stationer);Kvalitet;Solskenstid;Kvalitet;Långvågs-Irradians;Kvalitet;;Tidsutsnitt:
2015-05-16;07:00:00;366.87;G;2884;G;;
2015-05-16;08:00:00;417.83;G;2564;G;;
2015-05-16;09:00:00;436.20;G;1322;G;;
2015-05-16;10:00:00;559.24;G;1992;G;;
2015-05-16;11:00:00;564.94;G;1936;G;;
2015-05-16;12:00:00;503.77;G;524;G;;
2015-05-16;13:00:00;556.69;G;1775;G;;
2015-05-16;14:00:00;327.46;G;426;G;;
2015-05-16;15:00:00;143.59;G;0;G;;
2015-05-16;16:00:00;134.89;G;0;G;;
2015-05-16;17:00:00;52.73;G;0;G;;
2015-05-16;18:00:00;20.34;G;0;G;;
2015-05-16;19:00:00;6.34;G;0;G;;
2015-05-16;20:00:00;0.10;G;0;G;;
2015-05-16;21:00:00;0.00;G;0;G;;
2015-05-16;22:00:00;0.00;G;0;G;;
2015-05-16;23:00:00;0.00;G;0;G;;
2015-05-17;00:00:00;0.00;G;0;G;;
2015-05-17;01:00:00;0.00;G;0;G;;
2015-05-17;02:00:00;0.29;G;0;G;;
2015-05-17;03:00:00;3.03;G;0;G;;
2015-05-17;04:00:00;41.07;G;0;G;;
2015-05-17;05:00:00;147.45;G;1907;G;;
2015-05-17;06:00:00;186.31;G;558;G;;
2015-05-17;07:00:00;300.37;G;1339;G;;
2015-05-17;08:00:00;481.40;G;2257;G;;
2015-05-17;09:00:00;629.35;G;2721;G;;
2015-05-17;10:00:00;499.31;G;1739;G;;
2015-05-17;11:00:00;491.73;G;1616;G;;
2015-05-17;12:00:00;643.41;G;2095;G;;
2015-05-17;13:00:00;664.49;G;2450;G;;
2015-05-17;14:00:00;581.87;G;2784;G;;
2015-05-17;15:00:00;410.57;G;2304;G;;
2015-05-17;16:00:00;215.07;G;1240;G;;
2015-05-17;17:00:00;284.40;G;3193;G;;
2015-05-17;18:00:00;59.80;G;75;G;;
2015-05-17;19:00:00;44.08;G;515;G;;
2015-05-17;20:00:00;3.06;G;0;G;;
2015-05-17;21:00:00;0.00;G;0;G;;
2015-05-17;22:00:00;0.00;G;0;G;;
2015-05-17;23:00:00;0.00;G;0;G;;
2015-05-18;00:00:00;0.00;G;0;G;;
2015-05-18;01:00:00;0.00;G;0;G;;
2015-05-18;02:00:00;0.17;G;0;G;;
2015-05-18;03:00:00;5.29;G;0;G;;
2015-05-18;04:00:00;48.01;G;865;G;;
2015-05-18;05:00:00;169.72;G;2337;G;;
2015-05-18;06:00:00;303.09;G;2794;G;;
2015-05-18;07:00:00;214.22;G;134;G;;
2015-05-18;08:00:00;476.34;G;2112;G;;
2015-05-18;09:00:00;565.84;G;2268;G;;
2015-05-18;10:00:00;581.84;G;1764;G;;
2015-05-18;11:00:00;459.25;G;1144;G;;
2015-05-18;12:00:00;539.53;G;1613;G;;
2015-05-18;13:00:00;577.50;G;1801;G;;
2015-05-18;14:00:00;458.44;G;1561;G;;
2015-05-18;15:00:00;257.39;G;515;G;;
2015-05-18;16:00:00;226.51;G;307;G;;
2015-05-18;17:00:00;150.64;G;0;G;;
2015-05-18;18:00:00;69.13;G;0;G;;
2015-05-18;19:00:00;20.39;G;0;G;;
2015-05-18;20:00:00;1.81;G;0;G;;
2015-05-18;21:00:00;0.07;G;0;G;;
2015-05-18;22:00:00;0.00;G;0;G;;
2015-05-18;23:00:00;0.00;G;0;G;;
2015-05-19;00:00:00;0.00;G;0;G;;
2015-05-19;01:00:00;0.00;G;0;G;;
2015-05-19;02:00:00;0.15;G;0;G;;
2015-05-19;03:00:00;0.65;G;0;G;;
2015-05-19;04:00:00;8.66;G;0;G;;
2015-05-19;05:00:00;16.34;G;0;G;;
2015-05-19;06:00:00;22.49;G;0;G;;
2015-05-19;07:00:00;34.76;G;0;G;;
2015-05-19;08:00:00;76.84;G;0;G;;
2015-05-19;09:00:00;110.68;G;0;G;;
2015-05-19;10:00:00;107.27;G;0;G;;
2015-05-19;11:00:00;240.64;G;152;G;;
2015-05-19;12:00:00;354.41;G;365;G;;
2015-05-19;13:00:00;558.61;G;2074;G;;
2015-05-19;14:00:00;211.17;G;101;G;;
2015-05-19;15:00:00;191.94;G;260;G;;
2015-05-19;16:00:00;423.52;G;3215;G;;
2015-05-19;17:00:00;205.90;G;1795;G;;
2015-05-19;18:00:00;83.50;G;607;G;;
2015-05-19;19:00:00;56.57;G;2592;G;;
2015-05-19;20:00:00;3.91;G;0;G;;
2015-05-19;21:00:00;0.07;G;0;G;;
2015-05-19;22:00:00;0.00;G;0;G;;
2015-05-19;23:00:00;0.00;G;0;G;;
2015-05-20;00:00:00;0.00;G;0;G;;
2015-05-20;01:00:00;0.00;G;0;G;;
2015-05-20;02:00:00;0.06;G;0;G;;
2015-05-20;03:00:00;5.36;G;0;G;;
2015-05-20;04:00:00;50.87;G;1513;G;;
2015-05-20;05:00:00;170.91;G;3513;G;;
2015-05-20;06:00:00;282.96;G;2644;G;;
2015-05-20;07:00:00;322.48;G;2134;G;;
2015-05-20;08:00:00;307.96;G;1848;G;;
2015-05-20;09:00:00;275.42;G;742;G;;
2015-05-20;10:00:00;449.16;G;1232;G;;
2015-05-20;11:00:00;425.66;G;949;G;;
2015-05-20;12:00:00;399.34;G;794;G;;
2015-05-20;13:00:00;158.75;G;3;G;;
2015-05-20;14:00:00;432.96;G;1354;G;;
2015-05-20;15:00:00;406.47;G;1910;G;;
2015-05-20;16:00:00;281.57;G;1576;G;;
2015-05-20;17:00:00;62.62;G;112;G;;
2015-05-20;18:00:00;51.00;G;698;G;;
2015-05-20;19:00:00;69.94;G;1870;G;;
2015-05-20;20:00:00;2.44;G;0;G;;
2015-05-20;21:00:00;0.01;G;0;G;;
2015-05-20;22:00:00;0.00;G;0;G;;
2015-05-20;23:00:00;0.00;G;0;G;;
2015-05-21;00:00:00;0.00;G;0;G;;
2015-05-21;01:00:00;0.00;G;0;G;;
2015-05-21;02:00:00;0.40;G;0;G;;
2015-05-21;03:00:00;5.19;G;0;G;;
2015-05-21;04:00:00;54.32;G;1490;G;;
2015-05-21;05:00:00;183.13;G;3600;G;;
2015-05-21;06:00:00;326.45;G;3600;G;;
2015-05-21;07:00:00;455.55;G;3510;G;;
2015-05-21;08:00:00;352.88;G;1222;G;;
2015-05-21;09:00:00;363.05;G;1003;G;;
2015-05-21;10:00:00;577.87;G;1975;G;;
2015-05-21;11:00:00;627.53;G;1801;G;;
2015-05-21;12:00:00;661.57;G;2164;G;;
2015-05-21;13:00:00;451.59;G;1240;G;;
2015-05-21;14:00:00;513.61;G;2087;G;;
2015-05-21;15:00:00;440.57;G;1937;G;;
2015-05-21;16:00:00;235.92;G;803;G;;
2015-05-21;17:00:00;258.44;G;2418;G;;
2015-05-21;18:00:00;186.91;G;2871;G;;
2015-05-21;19:00:00;59.17;G;3600;G;;
2015-05-21;20:00:00;4.75;G;68;G;;
2015-05-21;21:00:00;0.06;G;0;G;;
2015-05-21;22:00:00;0.00;G;0;G;;
2015-05-21;23:00:00;0.00;G;0;G;;
2015-05-22;00:00:00;0.00;G;0;G;;
2015-05-22;01:00:00;0.00;G;0;G;;
2015-05-22;02:00:00;0.05;G;0;G;;
2015-05-22;03:00:00;5.73;G;0;G;;
2015-05-22;04:00:00;52.51;G;1509;G;;
2015-05-22;05:00:00;167.56;G;3127;G;;
2015-05-22;06:00:00;315.02;G;3379;G;;
2015-05-22;07:00:00;356.12;G;1870;G;;
2015-05-22;08:00:00;428.71;G;1924;G;;
2015-05-22;09:00:00;287.80;G;198;G;;
2015-05-22;10:00:00;268.61;G;252;G;;
2015-05-22;11:00:00;250.18;G;0;G;;
2015-05-22;12:00:00;274.92;G;0;G;;
2015-05-22;13:00:00;327.76;G;30;G;;
2015-05-22;14:00:00;253.53;G;0;G;;
2015-05-22;15:00:00;215.53;G;0;G;;
2015-05-22;16:00:00;154.69;G;0;G;;
2015-05-22;17:00:00;113.14;G;0;G;;
2015-05-22;18:00:00;47.76;G;0;G;;
2015-05-22;19:00:00;15.28;G;0;G;;
2015-05-22;20:00:00;3.08;G;0;G;;
2015-05-22;21:00:00;0.21;G;0;G;;
2015-05-22;22:00:00;0.00;G;0;G;;
2015-05-22;23:00:00;0.00;G;0;G;;
2015-05-23;00:00:00;0.00;G;0;G;;
2015-05-23;01:00:00;0.00;G;0;G;;
2015-05-23;02:00:00;0.79;G;0;G;;
2015-05-23;03:00:00;3.31;G;0;G;;
2015-05-23;04:00:00;20.09;G;0;G;;
2015-05-23;05:00:00;166.38;G;1746;G;;
2015-05-23;06:00:00;174.70;G;107;G;;
2015-05-23;07:00:00;273.36;G;519;G;;
2015-05-23;08:00:00;513.21;G;3224;G;;
2015-05-23;09:00:00;672.65;G;3545;G;;
2015-05-23;10:00:00;797.55;G;3481;G;;
2015-05-23;11:00:00;709.25;G;2580;G;;
2015-05-23;12:00:00;795.01;G;3015;G;;
2015-05-23;13:00:00;829.62;G;3294;G;;
2015-05-23;14:00:00;567.14;G;2206;G;;
2015-05-23;15:00:00;507.51;G;2497;G;;
2015-05-23;16:00:00;480.48;G;3490;G;;
2015-05-23;17:00:00;310.54;G;3328;G;;
2015-05-23;18:00:00;181.69;G;3600;G;;
2015-05-23;19:00:00;56.37;G;2621;G;;
2015-05-23;20:00:00;4.14;G;0;G;;
2015-05-23;21:00:00;0.01;G;0;G;;
2015-05-23;22:00:00;0.00;G;0;G;;
2015-05-23;23:00:00;0.00;G;0;G;;
2015-05-24;00:00:00;0.00;G;0;G;;
2015-05-24;01:00:00;0.00;G;0;G;;
2015-05-24;02:00:00;0.14;G;0;G;;
2015-05-24;03:00:00;6.29;G;0;G;;
2015-05-24;04:00:00;32.32;G;0;G;;
2015-05-24;05:00:00;75.72;G;0;G;;
2015-05-24;06:00:00;189.89;G;114;G;;
2015-05-24;07:00:00;378.13;G;2115;G;;
2015-05-24;08:00:00;595.66;G;3600;G;;
2015-05-24;09:00:00;715.62;G;3600;G;;
2015-05-24;10:00:00;791.37;G;3600;G;;
2015-05-24;11:00:00;832.58;G;3600;G;;
2015-05-24;12:00:00;818.94;G;3600;G;;
2015-05-24;13:00:00;802.90;G;3600;G;;
2015-05-24;14:00:00;712.10;G;3600;G;;
2015-05-24;15:00:00;609.07;G;3600;G;;
2015-05-24;16:00:00;429.24;G;3600;G;;
2015-05-24;17:00:00;289.40;G;3600;G;;
2015-05-24;18:00:00;193.68;G;3600;G;;
2015-05-24;19:00:00;63.12;G;2968;G;;
2015-05-24;20:00:00;4.39;G;0;G;;
2015-05-24;21:00:00;0.01;G;0;G;;
2015-05-24;22:00:00;0.00;G;0;G;;
2015-05-24;23:00:00;0.00;G;0;G;;
2015-05-25;00:00:00;0.00;G;0;G;;
2015-05-25;01:00:00;0.00;G;0;G;;
2015-05-25;02:00:00;0.02;G;0;G;;
2015-05-25;03:00:00;12.11;G;0;G;;
2015-05-25;04:00:00;68.18;G;1043;G;;
2015-05-25;05:00:00;168.59;G;1105;G;;
2015-05-25;06:00:00;248.24;G;1281;G;;
2015-05-25;07:00:00;240.08;G;34;G;;
2015-05-25;08:00:00;266.11;G;0;G;;
2015-05-25;09:00:00;239.68;G;0;G;;
2015-05-25;10:00:00;174.37;G;0;G;;
2015-05-25;11:00:00;344.13;G;13;G;;
2015-05-25;12:00:00;251.20;G;18;G;;
2015-05-25;13:00:00;223.42;G;0;G;;
2015-05-25;14:00:00;139.27;G;0;G;;
2015-05-25;15:00:00;74.46;G;0;G;;
2015-05-25;16:00:00;75.49;G;0;G;;
2015-05-25;17:00:00;93.21;G;15;G;;
2015-05-25;18:00:00;58.43;G;0;G;;
2015-05-25;19:00:00;26.16;G;0;G;;
2015-05-25;20:00:00;3.74;G;0;G;;
2015-05-25;21:00:00;0.18;G;0;G;;
2015-05-25;22:00:00;0.00;G;0;G;;
2015-05-25;23:00:00;0.00;G;0;G;;
2015-05-26;00:00:00;0.00;G;0;G;;
2015-05-26;01:00:00;0.00;G;0;G;;
2015-05-26;02:00:00;0.12;G;0;G;;
2015-05-26;03:00:00;8.68;G;0;G;;
2015-05-26;04:00:00;73.08;G;1580;G;;
2015-05-26;05:00:00;111.59;G;0;G;;
2015-05-26;06:00:00;242.55;G;1155;G;;
2015-05-26;07:00:00;256.97;G;426;G;;
2015-05-26;08:00:00;218.27;G;0;G;;
2015-05-26;09:00:00;355.24;G;1065;G;;
2015-05-26;10:00:00;483.68;G;1142;G;;
2015-05-26;11:00:00;321.49;G;638;G;;
2015-05-26;12:00:00;449.23;G;1297;G;;
2015-05-26;13:00:00;381.91;G;1250;G;;
2015-05-26;14:00:00;410.90;G;1302;G;;
2015-05-26;15:00:00;281.85;G;1552;G;;
2015-05-26;16:00:00;429.67;G;2836;G;;
2015-05-26;17:00:00;257.52;G;1950;G;;
2015-05-26;18:00:00;178.94;G;3133;G;;
2015-05-26;19:00:00;59.24;G;2313;G;;
2015-05-26;20:00:00;7.66;G;264;G;;
2015-05-26;21:00:00;0.03;G;0;G;;
2015-05-26;22:00:00;0.00;G;0;G;;
2015-05-26;23:00:00;0.00;G;0;G;;
2015-05-27;00:00:00;0.00;G;0;G;;
2015-05-27;01:00:00;0.00;G;0;G;;
2015-05-27;02:00:00;0.38;G;0;G;;
2015-05-27;03:00:00;6.99;G;0;G;;
2015-05-27;04:00:00;34.73;G;0;G;;
2015-05-27;05:00:00;101.87;G;35;G;;
2015-05-27;06:00:00;153.25;G;0;G;;
2015-05-27;07:00:00;264.24;G;739;G;;
2015-05-27;08:00:00;440.28;G;1899;G;;
2015-05-27;09:00:00;509.46;G;1907;G;;
2015-05-27;10:00:00;647.70;G;2329;G;;
2015-05-27;11:00:00;711.88;G;2453;G;;
2015-05-27;12:00:00;649.11;G;2080;G;;
2015-05-27;13:00:00;506.43;G;1912;G;;
2015-05-27;14:00:00;724.75;G;3283;G;;
2015-05-27;15:00:00;578.17;G;2845;G;;
2015-05-27;16:00:00;447.99;G;2857;G;;
2015-05-27;17:00:00;342.25;G;3313;G;;
2015-05-27;18:00:00;202.45;G;3578;G;;
2015-05-27;19:00:00;72.34;G;3600;G;;
2015-05-27;20:00:00;8.91;G;706;G;;
2015-05-27;21:00:00;0.10;G;0;G;;
2015-05-27;22:00:00;0.00;G;0;G;;
2015-05-27;23:00:00;0.00;G;0;G;;
2015-05-28;00:00:00;0.00;G;0;G;;
2015-05-28;01:00:00;0.00;G;0;G;;
2015-05-28;02:00:00;0.11;G;0;G;;
2015-05-28;03:00:00;8.61;G;0;G;;
2015-05-28;04:00:00;101.28;G;2148;G;;
2015-05-28;05:00:00;122.87;G;771;G;;
2015-05-28;06:00:00;220.24;G;1709;G;;
2015-05-28;07:00:00;261.65;G;1106;G;;
2015-05-28;08:00:00;283.05;G;479;G;;
2015-05-28;09:00:00;378.03;G;1436;G;;
2015-05-28;10:00:00;757.78;G;3600;G;;
2015-05-28;11:00:00;435.50;G;1044;G;;
2015-05-28;12:00:00;448.63;G;540;G;;
2015-05-28;13:00:00;206.05;G;70;G;;
2015-05-28;14:00:00;367.27;G;1005;G;;
2015-05-28;15:00:00;111.42;G;0;G;;
2015-05-28;16:00:00;72.36;G;0;G;;
2015-05-28;17:00:00;117.51;G;217;G;;
2015-05-28;18:00:00;27.02;G;0;G;;
2015-05-28;19:00:00;74.75;G;2704;G;;
2015-05-28;20:00:00;12.32;G;0;G;;
2015-05-28;21:00:00;0.21;G;0;G;;
2015-05-28;22:00:00;0.00;G;0;G;;
2015-05-28;23:00:00;0.00;G;0;G;;
2015-05-29;00:00:00;0.00;G;0;G;;
2015-05-29;01:00:00;0.00;G;0;G;;
2015-05-29;02:00:00;0.10;G;0;G;;
2015-05-29;03:00:00;9.69;G;0;G;;
2015-05-29;04:00:00;67.44;G;2165;G;;
2015-05-29;05:00:00;208.71;G;3600;G;;
2015-05-29;06:00:00;340.56;G;3349;G;;
2015-05-29;07:00:00;383.39;G;2202;G;;
2015-05-29;08:00:00;430.64;G;1861;G;;
2015-05-29;09:00:00;608.93;G;2631;G;;
2015-05-29;10:00:00;718.50;G;2537;G;;
2015-05-29;11:00:00;718.49;G;2634;G;;
2015-05-29;12:00:00;504.31;G;1200;G;;
2015-05-29;13:00:00;414.91;G;1075;G;;
2015-05-29;14:00:00;488.60;G;1819;G;;
2015-05-29;15:00:00;177.84;G;527;G;;
2015-05-29;16:00:00;159.23;G;663;G;;
2015-05-29;17:00:00;60.65;G;0;G;;
2015-05-29;18:00:00;72.89;G;0;G;;
2015-05-29;19:00:00;8.91;G;0;G;;
2015-05-29;20:00:00;3.49;G;0;G;;
2015-05-29;21:00:00;0.29;G;0;G;;
2015-05-29;22:00:00;0.00;G;0;G;;
2015-05-29;23:00:00;0.00;G;0;G;;
2015-05-30;00:00:00;0.00;G;0;G;;
2015-05-30;01:00:00;0.00;G;0;G;;
2015-05-30;02:00:00;0.13;G;0;G;;
2015-05-30;03:00:00;1.47;G;0;G;;
2015-05-30;04:00:00;16.53;G;0;G;;
2015-05-30;05:00:00;60.51;G;0;G;;
2015-05-30;06:00:00;63.07;G;0;G;;
2015-05-30;07:00:00;62.56;G;0;G;;
2015-05-30;08:00:00;77.48;G;0;G;;
2015-05-30;09:00:00;158.38;G;0;G;;
2015-05-30;10:00:00;238.63;G;285;G;;
2015-05-30;11:00:00;211.36;G;0;G;;
2015-05-30;12:00:00;269.06;G;43;G;;
2015-05-30;13:00:00;164.14;G;0;G;;
2015-05-30;14:00:00;265.58;G;97;G;;
2015-05-30;15:00:00;264.92;G;239;G;;
2015-05-30;16:00:00;245.50;G;833;G;;
2015-05-30;17:00:00;324.80;G;3106;G;;
2015-05-30;18:00:00;115.79;G;1408;G;;
2015-05-30;19:00:00;77.60;G;2170;G;;
2015-05-30;20:00:00;9.33;G;227;G;;
2015-05-30;21:00:00;0.01;G;0;G;;
2015-05-30;22:00:00;0.00;G;0;G;;
2015-05-30;23:00:00;0.00;G;0;G;;
2015-05-31;00:00:00;0.00;G;0;G;;
2015-05-31;01:00:00;0.00;G;0;G;;
2015-05-31;02:00:00;0.78;G;0;G;;
2015-05-31;03:00:00;18.21;G;0;G;;
2015-05-31;04:00:00;33.96;G;0;G;;
2015-05-31;05:00:00;125.00;G;290;G;;
2015-05-31;06:00:00;121.37;G;9;G;;
2015-05-31;07:00:00;343.57;G;1661;G;;
2015-05-31;08:00:00;445.63;G;2044;G;;
2015-05-31;09:00:00;530.78;G;2244;G;;
2015-05-31;10:00:00;651.66;G;2230;G;;
2015-05-31;11:00:00;714.36;G;2224;G;;
2015-05-31;12:00:00;827.34;G;3136;G;;
2015-05-31;13:00:00;696.62;G;2716;G;;
2015-05-31;14:00:00;608.50;G;3069;G;;
2015-05-31;15:00:00;472.14;G;2180;G;;
2015-05-31;16:00:00;244.93;G;1273;G;;
2015-05-31;17:00:00;57.67;G;69;G;;
2015-05-31;18:00:00;151.24;G;1772;G;;
2015-05-31;19:00:00;36.55;G;0;G;;
2015-05-31;20:00:00;3.36;G;0;G;;
2015-05-31;21:00:00;0.00;G;0;G;;
2015-05-31;22:00:00;0.00;G;0;G;;
2015-05-31;23:00:00;0.00;G;0;G;;
2015-06-01;00:00:00;0.00;G;0;G;;
2015-06-01;01:00:00;0.00;G;0;G;;
2015-06-01;02:00:00;0.04;G;0;G;;
2015-06-01;03:00:00;0.93;G;0;G;;
2015-06-01;04:00:00;9.82;G;0;G;;
2015-06-01;05:00:00;18.37;G;0;G;;
2015-06-01;06:00:00;56.87;G;0;G;;
2015-06-01;07:00:00;209.20;G;390;G;;
2015-06-01;08:00:00;427.62;G;2449;G;;
2015-06-01;09:00:00;596.45;G;2740;G;;
2015-06-01;10:00:00;664.79;G;2663;G;;
2015-06-01;11:00:00;775.03;G;2868;G;;
2015-06-01;12:00:00;783.53;G;3045;G;;
2015-06-01;13:00:00;753.99;G;3177;G;;
2015-06-01;14:00:00;702.36;G;3569;G;;
2015-06-01;15:00:00;506.09;G;3162;G;;
2015-06-01;16:00:00;376.43;G;2712;G;;
2015-06-01;17:00:00;254.10;G;2179;G;;
2015-06-01;18:00:00;193.17;G;2684;G;;
2015-06-01;19:00:00;56.21;G;1706;G;;
2015-06-01;20:00:00;10.90;G;591;G;;
2015-06-01;21:00:00;0.05;G;0;G;;
2015-06-01;22:00:00;0.00;G;0;G;;
2015-06-01;23:00:00;0.00;G;0;G;;
2015-06-02;00:00:00;0.00;G;0;G;;
2015-06-02;01:00:00;0.00;G;0;G;;
2015-06-02;02:00:00;0.67;G;0;G;;
2015-06-02;03:00:00;5.40;G;0;G;;
2015-06-02;04:00:00;69.07;G;359;G;;
2015-06-02;05:00:00;72.51;G;0;G;;
2015-06-02;06:00:00;146.40;G;446;G;;
2015-06-02;07:00:00;82.34;G;0;G;;
2015-06-02;08:00:00;238.60;G;83;G;;
2015-06-02;09:00:00;563.05;G;2977;G;;
2015-06-02;10:00:00;330.03;G;264;G;;
2015-06-02;11:00:00;199.30;G;0;G;;
2015-06-02;12:00:00;108.17;G;0;G;;
2015-06-02;13:00:00;142.01;G;0;G;;
2015-06-02;14:00:00;107.62;G;0;G;;
2015-06-02;15:00:00;81.92;G;0;G;;
2015-06-02;16:00:00;59.71;G;0;G;;
2015-06-02;17:00:00;41.60;G;0;G;;
2015-06-02;18:00:00;17.25;G;0;G;;
2015-06-02;19:00:00;10.29;G;0;G;;
2015-06-02;20:00:00;1.57;G;0;G;;
2015-06-02;21:00:00;0.26;G;0;G;;
2015-06-02;22:00:00;0.00;G;0;G;;
2015-06-02;23:00:00;0.00;G;0;G;;
2015-06-03;00:00:00;0.00;G;0;G;;
2015-06-03;01:00:00;0.00;G;0;G;;
2015-06-03;02:00:00;0.59;G;0;G;;
2015-06-03;03:00:00;6.96;G;0;G;;
2015-06-03;04:00:00;51.57;G;21;G;;
2015-06-03;05:00:00;117.02;G;267;G;;
2015-06-03;06:00:00;178.68;G;426;G;;
2015-06-03;07:00:00;368.39;G;1987;G;;
2015-06-03;08:00:00;361.74;G;871;G;;
2015-06-03;09:00:00;231.46;G;154;G;;
2015-06-03;10:00:00;172.45;G;0;G;;
2015-06-03;11:00:00;246.73;G;51;G;;
2015-06-03;12:00:00;416.95;G;897;G;;
2015-06-03;13:00:00;325.44;G;475;G;;
2015-06-03;14:00:00;575.70;G;2412;G;;
2015-06-03;15:00:00;439.68;G;1914;G;;
2015-06-03;16:00:00;413.06;G;2292;G;;
2015-06-03;17:00:00;348.13;G;2938;G;;
2015-06-03;18:00:00;115.92;G;446;G;;
2015-06-03;19:00:00;21.90;G;22;G;;
2015-06-03;20:00:00;2.91;G;0;G;;
2015-06-03;21:00:00;0.14;G;0;G;;
2015-06-03;22:00:00;0.00;G;0;G;;
2015-06-03;23:00:00;0.00;G;0;G;;
2015-06-04;00:00:00;0.00;G;0;G;;
2015-06-04;01:00:00;0.00;G;0;G;;
2015-06-04;02:00:00;1.02;G;0;G;;
2015-06-04;03:00:00;9.96;G;0;G;;
2015-06-04;04:00:00;37.43;G;0;G;;
2015-06-04;05:00:00;86.15;G;34;G;;
2015-06-04;06:00:00;241.70;G;1250;G;;
2015-06-04;07:00:00;476.35;G;3082;G;;
2015-06-04;08:00:00;556.12;G;2746;G;;
2015-06-04;09:00:00;624.16;G;2743;G;;
2015-06-04;10:00:00;590.80;G;2174;G;;
2015-06-04;11:00:00;724.79;G;2570;G;;
2015-06-04;12:00:00;629.00;G;2117;G;;
2015-06-04;13:00:00;631.88;G;2487;G;;
2015-06-04;14:00:00;741.41;G;3422;G;;
2015-06-04;15:00:00;526.77;G;2597;G;;
2015-06-04;16:00:00;478.60;G;2888;G;;
2015-06-04;17:00:00;280.08;G;2400;G;;
2015-06-04;18:00:00;157.45;G;2153;G;;
2015-06-04;19:00:00;52.25;G;336;G;;
2015-06-04;20:00:00;17.89;G;1642;G;;
2015-06-04;21:00:00;0.20;G;0;G;;
2015-06-04;22:00:00;0.00;G;0;G;;
2015-06-04;23:00:00;0.00;G;0;G;;
2015-06-05;00:00:00;0.00;G;0;G;;
2015-06-05;01:00:00;0.00;G;0;G;;
2015-06-05;02:00:00;0.51;G;0;G;;
2015-06-05;03:00:00;8.32;G;0;G;;
2015-06-05;04:00:00;80.28;G;2907;G;;
2015-06-05;05:00:00;224.10;G;3600;G;;
2015-06-05;06:00:00;364.82;G;3550;G;;
2015-06-05;07:00:00;365.55;G;2333;G;;
2015-06-05;08:00:00;518.29;G;3600;G;;
2015-06-05;09:00:00;730.30;G;3600;G;;
2015-06-05;10:00:00;812.75;G;3569;G;;
2015-06-05;11:00:00;854.56;G;3588;G;;
2015-06-05;12:00:00;841.51;G;3600;G;;
2015-06-05;13:00:00;802.02;G;3600;G;;
2015-06-05;14:00:00;723.25;G;3600;G;;
2015-06-05;15:00:00;621.85;G;3600;G;;
2015-06-05;16:00:00;472.03;G;3575;G;;
2015-06-05;17:00:00;335.93;G;3600;G;;
2015-06-05;18:00:00;206.78;G;3600;G;;
2015-06-05;19:00:00;46.27;G;995;G;;
2015-06-05;20:00:00;7.55;G;0;G;;
2015-06-05;21:00:00;0.47;G;0;G;;
2015-06-05;22:00:00;0.00;G;0;G;;
2015-06-05;23:00:00;0.00;G;0;G;;
2015-06-06;00:00:00;0.00;G;0;G;;
2015-06-06;01:00:00;0.00;G;0;G;;
2015-06-06;02:00:00;0.64;G;0;G;;
2015-06-06;03:00:00;9.54;G;0;G;;
2015-06-06;04:00:00;58.73;G;855;G;;
2015-06-06;05:00:00;164.15;G;1645;G;;
2015-06-06;06:00:00;286.30;G;3001;G;;
2015-06-06;07:00:00;421.99;G;2315;G;;
2015-06-06;08:00:00;371.93;G;1446;G;;
2015-06-06;09:00:00;163.64;G;0;G;;
2015-06-06;10:00:00;426.64;G;795;G;;
2015-06-06;11:00:00;617.59;G;2289;G;;
2015-06-06;12:00:00;760.55;G;3512;G;;
2015-06-06;13:00:00;517.84;G;1564;G;;
2015-06-06;14:00:00;568.33;G;2532;G;;
2015-06-06;15:00:00;416.21;G;1934;G;;
2015-06-06;16:00:00;360.87;G;2072;G;;
2015-06-06;17:00:00;233.95;G;1597;G;;
2015-06-06;18:00:00;182.77;G;2652;G;;
2015-06-06;19:00:00;94.42;G;3600;G;;
2015-06-06;20:00:00;15.93;G;1430;G;;
2015-06-06;21:00:00;0.35;G;0;G;;
2015-06-06;22:00:00;0.00;G;0;G;;
2015-06-06;23:00:00;0.00;G;0;G;;
2015-06-07;00:00:00;0.00;G;0;G;;
2015-06-07;01:00:00;0.00;G;0;G;;
2015-06-07;02:00:00;0.43;G;0;G;;
2015-06-07;03:00:00;12.29;G;0;G;;
2015-06-07;04:00:00;79.07;G;3034;G;;
2015-06-07;05:00:00;176.17;G;1972;G;;
2015-06-07;06:00:00;287.12;G;2337;G;;
2015-06-07;07:00:00;202.33;G;243;G;;
2015-06-07;08:00:00;300.34;G;605;G;;
2015-06-07;09:00:00;335.37;G;488;G;;
2015-06-07;10:00:00;560.27;G;1701;G;;
2015-06-07;11:00:00;435.69;G;648;G;;
2015-06-07;12:00:00;305.60;G;101;G;;
2015-06-07;13:00:00;295.09;G;433;G;;
2015-06-07;14:00:00;434.78;G;1498;G;;
