date,abs_pct_error
2024-07-08,3.9919726414901
2024-07-09,6.993132137991122
2024-07-10,7.732675089216732
2024-07-11,3.5130716563189175
2024-07-12,2.6211165172540074
2024-07-13,5.782921964871213
2024-07-14,9.296119142747065
2024-07-15,7.247063539699755
2024-07-16,3.0870976486525645
2024-07-17,3.998443571945932
2024-07-18,4.035153599521675
2024-07-19,2.9216943269444813
2024-07-20,5.659537956608276
2024-07-21,4.249290931567768
2024-07-22,5.759824576995686
2024-07-23,2.8147180329735977
2024-07-24,2.4727739467633323
2024-07-25,2.723760288912439
2024-07-26,5.495316062984946
2024-07-27,2.3474514488669063
2024-07-28,4.326257705339651
2024-07-29,5.80672160556494
2024-07-30,3.0601636372249272
2024-07-31,3.104398529051357
2024-08-01,2.5837263638654338
2024-08-02,3.208201981548776
2024-08-03,2.800948122904813
2024-08-04,3.206255201561323
2024-08-05,2.437752220914499
2024-08-06,4.978952927198238
2024-08-07,6.970263970813553
2024-08-08,4.915373592666442
2024-08-09,5.441001099549236
2024-08-10,7.131904302995815
2024-08-11,6.198486688784867
2024-08-12,6.0087946897227695
2024-08-13,7.70919101495164
2024-08-14,9.72237195574362
2024-08-15,6.656434392594053
2024-08-16,3.7388399603000644
2024-08-17,2.8945730699804395
2024-08-18,3.9941782814048206
2024-08-19,1.7218292781035562
2024-08-20,2.2307551290903254
2024-08-21,6.605782032431811
2024-08-22,3.583934780332195
2024-08-23,3.4636745402362763
2024-08-24,3.882638075793548
2024-08-25,7.450427710370118
2024-08-26,2.8403570826132856
2024-08-27,3.874537095695231
2024-08-28,4.185853661152404
2024-08-29,4.289005278400487
2024-08-30,3.9539077971402365
2024-08-31,3.555609694647259
2024-09-01,3.6896963994228393
2024-09-02,3.005618260980375
2024-09-03,3.1980789525951283
2024-09-04,5.624298583723926
2024-09-05,4.508164249741566
2024-09-06,3.223875238926403
2024-09-07,3.4029541929795
2024-09-08,4.130776663686041
2024-09-09,5.58354690678114
2024-09-10,3.3121305421101956
2024-09-11,6.9865075652013555
2024-09-12,2.4424975392807706
2024-09-13,2.543355842728087
2024-09-14,4.0710687224617805
2024-09-15,2.671966083654364
2024-09-16,7.587276206298893
2024-09-17,6.03572016803792
2024-09-18,4.24988493042083
2024-09-19,2.751046758425401
2024-09-20,2.909123320303006
2024-09-21,2.8596457905504136
2024-09-22,4.036885734337071
2024-09-23,3.829233506038544
2024-09-24,2.7954249737747867
2024-09-25,3.984948964742948
2024-09-26,5.102997378200962
2024-09-27,5.748464603722856
2024-09-28,5.048344119080688
2024-09-29,4.900456257351287
2024-09-30,5.160921828008016
2024-10-01,4.615431929989481
2024-10-02,4.000107969901947
2024-10-03,3.891156018182633
2024-10-04,3.972773267533926
2024-10-05,5.125582924745447
2024-10-06,3.366366596384218
2024-10-07,4.149298644815658
2024-10-08,2.848493465940301
2024-10-09,2.7900648472216223
2024-10-10,6.024545042153799
2024-10-11,4.309502273801028
2024-10-12,6.800917933409913
2024-10-13,2.075444748933057
2024-10-14,3.832623061944882
2024-10-15,3.410463456205555
2024-10-16,5.399178860588682
2024-10-17,4.415482761415765
2024-10-18,4.7056166742447445
2024-10-19,3.00416323092434
2024-10-20,4.318171647611025
2024-10-21,4.791251901603695
2024-10-22,2.6633536032383147
2024-10-23,3.2587064393466
2024-10-24,3.9457378670774945
2024-10-25,2.9197388800953488
2024-10-26,11.138538235416139
2024-10-27,5.99876327664826
2024-10-28,6.7185199161664375
2024-10-29,15.236338231659724
2024-10-30,14.674848085925305
2024-10-31,8.77977788582008
2024-11-01,7.072730599927962
2024-11-02,15.755566657545964
2024-11-03,11.408293107821905
2024-11-04,11.33787236788258
2024-11-05,11.515943168924975
2024-11-06,8.757176432915838
2024-11-07,7.022768397020982
2024-11-08,5.8516738751071555
2024-11-09,12.685105232900826
2024-11-10,5.231376218772824
2024-11-11,7.0008580054498575
2024-11-12,5.438080837684678
2024-11-13,1.6618654866870464
2024-11-14,5.2869875350762925
2024-11-15,4.482930566554496
2024-11-16,3.9966633642359466
2024-11-17,4.443223437478061
2024-11-18,3.024825468780673
2024-11-19,3.564104017662669
2024-11-20,3.7261215500149234
2024-11-21,4.050961860800904
2024-11-22,2.255277170552555
2024-11-23,4.480345221507957
2024-11-24,4.827689829765832
2024-11-25,8.477899875784404
2024-11-26,8.636684384554167
2024-11-27,9.719341337039822
2024-11-28,4.673953201168056
2024-11-29,2.4204378640156743
2024-11-30,5.399345636496495
2024-12-01,4.7883521396516855
2024-12-02,6.000024588057511
2024-12-03,4.187078735985372
2024-12-04,3.2334795738683244
2024-12-05,3.1745152030108823
2024-12-06,5.998350328243744
2024-12-07,3.157530119063332
2024-12-08,5.374900198031762
2024-12-09,3.7445258011402567
2024-12-10,1.5062279991873226
2024-12-11,3.332692097709721
2024-12-12,4.319643877300688
2024-12-13,5.651078431583987
2024-12-14,3.1852742732838566
2024-12-15,3.52097137382072
2024-12-16,5.360487970211226
2024-12-17,5.718287185595628
2024-12-18,5.579717339629583
2024-12-19,3.103088565079501
2024-12-20,5.754088630943331
2024-12-21,5.451177249555411
2024-12-22,2.8801121741570417
2024-12-23,13.28273062008366
2024-12-24,8.74320800311233
2024-12-25,5.457030948572119
2024-12-26,4.060461833152687
2024-12-27,4.694584575290406
2024-12-28,9.395836745410726
2024-12-29,8.951514568402414
2024-12-30,7.725061349576895
